id,first_name,last_name,gender
d39,Morgan,Walsh,female
d32,Courtney,Ramirez,female
d28,Caroline,Ruiz,female
d19,Jodi,Gray,female
d22,Robin,Galloway,female
d20,Caitlyn,Williams,female
d5,Martha,Rodriguez,female
d15,Stephanie,Boyd,female
d18,Danielle,Welch,female
d11,Erika,Cochran,female
d6,Heather,Wright,female
d30,Patricia,Arroyo,female
d1,Anita,Smith,female
d10,Kristen,Blackwell,female
d2,Katelyn,Morris,female
d14,Diana,Cooper,female
d41,Brittany,Reed,female
d12,Mary,Reyes,female
d21,Beth,Yang,female
d9,Darlene,Robinson,female
d31,Kathryn,Mack,female
d24,Monica,Castillo,female
d40,Emily,Castro,female
d43,Christina,Burns,female
p951,John,Barney,male
d51,Nancy,Drew,female
